,title,location,price(L),rate_persqft,area_insqft,building_status,agent_rating
15794,5 BHK Independent House,Banjara Hills,1053.0,13333,7902,Ready to move,5.0
15795,Residential Plot,manneguda,34.0,1888,1800,Resale,0.0
15796,Residential Plot,Bibinagar,14.0,1037,1350,Resale,0.0
15797,Residential Plot,TurkaYamjal,55.0,3843,1431,Resale,0.0
15798,Residential Plot,Yacharam Mandal,72.0,1203,5985,New,4.9
15799,Residential Plot,Yacharam Mandal,55.0,611,9000,New,4.9
15800,3 BHK Villa,Shamshabad,80.0,5000,1600,Ready to move,3.0
15801,Residential Plot,Patancheru,39.0,1444,2700,New,0.0
15802,Residential Plot,Patancheru,19.5,1444,1350,New,0.0
15803,2 BHK Apartment,Alkapur township,49.5,4439,1115,Ready to move,3.8
15804,Residential Plot,Shadnagar,18.0,1000,1800,New,4.9
15805,Residential Plot,Shadnagar,19.0,1055,1800,New,4.9
15806,4 BHK Apartment,financial District,360.0,9000,4000,Under Construction,4.6
15807,2 BHK Apartment,Beeramguda,35.26,3082,1144,Ready to move,4.9
15808,3 BHK Apartment,Adibatla,36.63,2200,1665,Ready to move,3.5
15809,Residential Plot,Yadagirigutta,9.0,500,1800,New,4.9
15810,2 BHK Apartment,Adibatla,25.0,2173,1150,Under Construction,0.0
15811,2 BHK Apartment,Shamirpet,2.0,200,1000,Under Construction,0.0
15812,3 BHK Apartment,Nizampet,60.0,3750,1600,Ready to move,0.0
15813,2 BHK Apartment,Adibatla,22.0,2200,1000,Ready to move,4.7
15814,Residential Plot,Nagole,5.0,473,1056,Resale,3.5
15815,2 BHK Apartment,Adibatla,27.5,2291,1200,Ready to move,3.5
15816,Residential Plot,Chenna Reddy Nagar,7.32,444,1647,Resale,0.0
15817,3 BHK Apartment,Karmanghat,80.31,4850,1656,Ready to move,4.3
15818,4 BHK Independent House,Lal Darwaza,75.0,6265,1197,Ready to move,0.0
15819,2 BHK Apartment,Bachupally,43.0,3583,1200,Ready to move,0.0
15820,Residential Plot,Maheshwaram,22.0,1463,1503,New,0.0
15821,2 BHK Apartment,Madinaguda,59.0,5291,1115,Ready to move,3.5
15822,2 BHK Apartment,Don Bosco Nagar Kalimandir,30.0,2500,1200,Ready to move,0.0
15823,3 BHK Apartment,LB Nagar,79.08,4750,1665,Ready to move,0.0
15824,3 BHK Apartment,Nanakramguda,91.69,5094,1800,Under Construction,4.8
15825,Residential Plot,Ghatkesar,22.0,1222,1800,New,4.8
15826,3 BHK Apartment,Alwal,55.1,3800,1450,Under Construction,4.5
15827,2 BHK Apartment,Alwal,45.6,3800,1200,Under Construction,4.5
15828,Residential Plot,Bhanur,44.0,2420,1818,New,4.6
15829,Residential Plot,Bhanur,32.5,2006,1620,New,4.6
15830,Residential Plot,Bhanur,44.0,2444,1800,New,4.6
15831,Residential Plot,Bhanur,44.1,2425,1818,New,4.6
15832,Residential Plot,Bhanur,44.1,2437,1809,New,4.6
15833,4 BHK Villa,Kompally,205.0,5950,3450,Under Construction,4.3
15834,3 BHK Villa,Kompally,168.0,5950,2830,Under Construction,4.3
15835,3 BHK Apartment,Tarnaka,70.0,6628,1056,Ready to move,4.1
15836,2 BHK Apartment,Beeramguda,20.8,2019,1030,Under Construction,4.3
15837,Residential Plot,Mangalpally,34.0,1888,1800,New,4.9
15838,Residential Plot,Mangalpally,35.0,1944,1800,New,4.9
15839,2 BHK Independent House,Beeramguda Road,68.28,4863,1404,Ready to move,4.9
15840,Residential Plot,Cheeriyal,31.36,1555,2016,New,4.8
15841,Residential Plot,Bangalore Hyderabad Highway,3.27,222,1476,New,4.8
15842,Residential Plot,Shadnagar,13.29,777,1710,New,4.8
15843,Residential Plot,Yadagirigutta,5.2,346,1500,New,4.8
15844,3 BHK Apartment,Hafeezpet,55.0,4263,1290,Ready to move,0.0
15845,3 BHK Apartment,Attapur,94.9,5000,1898,Ready to move,0.0
15846,Residential Plot,Bhongir,16.7,1111,1503,New,4.2
15847,Residential Plot,Bhongir,10.0,1111,900,New,4.2
15848,Residential Plot,Bhuvanagiri,15.0,1111,1350,New,4.2
15849,Residential Plot,Hyderabad Warangal Highway,16.7,1111,1503,New,4.2
15850,Residential Plot,Bhongir,22.4,1244,1800,New,4.2
15851,Residential Plot,Bhuvanagiri,27.7,1386,1998,New,4.2
15852,Residential Plot,Mansanpally Highway,12.75,944,1350,New,4.9
15853,3 BHK Independent Floor,Tellapur,80.0,5333,1500,Under Construction,0.0
15854,4 BHK Apartment,Gachibowli,271.0,8500,3198,Ready to move,4.0
15855,4 BHK Apartment,Kondapur,35.5,887,4000,Under Construction,4.6
15856,Residential Plot,Chitkul,36.0,2222,1620,New,4.2
15857,Residential Plot,Maheshwar Mandal,17.5,972,1800,New,4.2
15858,Residential Plot,Maheshwar Mandal,27.0,980,2754,New,4.2
15859,Residential Plot,Maheshwaram,26.62,966,2754,New,4.2
15860,Residential Plot,Maheshwaram,7.98,666,1197,New,4.2
15861,Residential Plot,Maheshwar Mandal,23.22,966,2403,New,4.2
15862,Residential Plot,Maheshwaram,17.5,972,1800,New,4.2
15863,Residential Plot,Rudraram,13.3,777,1710,New,4.9
15864,Residential Plot,Mumbai Highway,10.15,777,1305,New,4.9
15865,Residential Plot,Gagillapur,17.59,1777,990,New,4.9
15866,Residential Plot,Gandi Maisamma X Road,20.79,1777,1170,New,4.9
15867,Residential Plot,Ghatkesar,38.18,1277,2988,New,4.9
15868,Residential Plot,Isnapur,30.27,1944,1557,New,4.9
15869,Residential Plot,HAL Colony,45.0,5000,900,New,2.6
15870,3 BHK Apartment,Kondapur,92.8,5800,1600,Ready to move,4.9
15871,2 BHK Apartment,Tellapur,30.52,2500,1221,Ready to move,4.4
15872,2 BHK Independent House,Bandlaguda Road,30.0,4615,650,Ready to move,3.7
15873,Residential Plot,Yadagirigutta,10.0,555,1800,New,4.7
15874,2 BHK Apartment,Nagole,55.8,4650,1200,Under Construction,4.9
15875,2 BHK Independent House,Chengicherla,55.0,6111,900,Ready to move,4.9
15876,Residential Plot,Mamidpalli,11.2,777,1440,New,4.9
15877,Residential Plot,Mumbai Highway,9.8,777,1260,New,4.9
15878,Residential Plot,Rudraram,11.55,7000,165,New,4.9
15879,Residential Plot,Mamidpalli,11.9,777,1530,New,4.9
15880,4 BHK Villa,Rampally,55.0,3666,1500,Under Construction,0.0
15881,3 BHK Apartment,Tellapur,113.0,6973,1634,Ready to move,0.0
15882,4 BHK Apartment,Tellapur,207.0,6163,3374,Ready to move,0.0
15883,2 BHK Apartment,Budvel,53.0,5711,928,Ready to move,0.0
15884,5 BHK Villa,Gachibowli,550.0,11956,4600,Ready to move,0.0
15885,2 BHK Apartment,Nizampet,465.0,38085,1222,Under Construction,0.0
15886,Residential Plot,Jadcherla,14.66,1115,1315,New,4.7
15887,Residential Plot,Kadthal,9.53,724,1315,New,4.7
15888,Residential Plot,Vikarabad,20.53,1561,1315,New,4.7
15889,Residential Plot,Shadnagar,14.66,1115,1315,New,4.7
15890,1 BHK Apartment,Zamistanpur,44.0,4888,900,Ready to move,0.0
15891,Residential Plot,Yadagirigutta,2.0,222,900,New,0.0
15892,3 BHK Apartment,Moti Nagar,90.0,6081,1480,Under Construction,4.9
15893,Residential Plot,Shalivahana Nagar Colony,160.0,5555,2880,New,0.0
15894,Residential Plot,Maheshwaram,5.98,226,2646,New,5.0
15895,4 BHK Villa,Kompally,140.0,5600,2500,Under Construction,4.1
15896,Residential Plot,Banjara Hills,839.0,12777,6570,Resale,5.0
15897,Residential Plot,chandrayangutta,51.2,3555,1440,New,0.0
15898,2 BHK Apartment,Nanakramguda,71.0,6967,1019,Under Construction,4.8
15899,2 BHK Independent House,Rampally,55.53,5048,1100,Ready to move,0.0
15900,Residential Plot,Kapra,78.0,4333,1800,Resale,0.0
15901,Residential Plot,Manasanapalli,18.0,1000,1800,New,4.3
15902,Residential Plot,Maheshwaram,25.44,1333,1908,New,4.3
15903,2 BHK Apartment,Tellapur,62.0,4944,1254,Under Construction,0.0
15904,2 BHK Independent House,Boduppal,78.0,6000,1300,Ready to move,0.0
15905,2 BHK Apartment,Nizampet,43.2,3600,1200,Under Construction,0.0
15906,3 BHK Apartment,Toli Chowki,70.0,4000,1750,Under Construction,4.4
15907,3 BHK Apartment,Toli Chowki,62.84,4000,1571,Under Construction,4.4
15908,3 BHK Apartment,Toli Chowki,73.0,4000,1825,Under Construction,4.4
15909,3 BHK Apartment,Masab Tank,92.56,4950,1870,Under Construction,4.4
15910,3 BHK Apartment,Brindavan Colony,51.64,4300,1201,Under Construction,4.4
15911,3 BHK Apartment,Mehdipatnam,83.85,4950,1694,Under Construction,4.4
15912,Residential Plot,Maheshwaram,28.5,1055,2700,New,4.9
15913,Residential Plot,Maheshwaram,30.4,1055,2880,New,4.9
15914,Residential Plot,Sadasivpet,20.4,944,2160,New,3.5
15915,4 BHK Apartment,Nanakramguda,129.0,5412,2400,Under Construction,4.8
15916,2 BHK Apartment,Nanakramguda,68.0,6673,1019,Under Construction,4.8
15917,3 BHK Villa,Kapra,98.0,4856,2018,Under Construction,4.5
15918,3 BHK Apartment,Gopalnagar Society,61.0,4357,1400,Ready to move,0.0
15919,3 BHK Apartment,ECIL Main Road,61.0,3848,1585,Ready to move,4.6
15920,2 BHK Apartment,Patancheru,32.2,2800,1150,Ready to move,5.0
15921,2 BHK Independent Floor,Rampally,49.0,3769,1300,Ready to move,4.4
15922,4 BHK Apartment,Dharam Karam Road Ameerpet,113.0,5000,2270,Ready to move,0.0
15923,4 BHK Apartment,Nanakramguda,123.0,5135,2400,Under Construction,4.8
15924,3 BHK Apartment,PJR Enclave Road,55.2,2400,2300,Under Construction,4.9
15925,Residential Plot,Shankarpalli,38.0,2638,1440,New,0.0
15926,2 BHK Apartment,Nizampet,40.0,3278,1220,Under Construction,4.1
15927,4 BHK Villa,Boduppal,140.0,9314,1503,Ready to move,0.0
15928,1 BHK Independent House,Boduppal,60.0,5291,1134,Ready to move,0.0
15929,2 BHK Apartment,Rampally,27.0,3000,900,Ready to move,3.3
15930,2 BHK Apartment,Miyapur,63.0,5650,1115,Ready to move,4.0
15931,2 BHK Apartment,Miyapur,64.0,5739,1115,Ready to move,4.0
15932,3 BHK Apartment,Gachibowli,81.97,4900,1673,Under Construction,0.0
15933,2 BHK Apartment,Pragathi Nagar Kukatpally,40.5,3333,1215,Ready to move,0.0
15934,Residential Plot,Lemoor,18.0,1000,1800,New,4.5
15935,4 BHK Independent House,Kismatpur,71.0,3686,1926,Ready to move,3.8
15936,Residential Plot,Srisailam Road,18.6,333,5580,New,4.8
15937,Residential Plot,Srisailam Highway,7.76,444,1746,New,4.8
15938,Residential Plot,Banjara Hills,150.0,5555,2700,New,0.0
15939,Residential Plot,Banjara Hills,100.0,5555,1800,New,0.0
15940,Residential Plot,Gachibowli,150.0,5555,2700,New,0.0
15941,Residential Plot,Kondapur,100.0,50000,200,New,0.0
15942,Residential Plot,Madhapur,100.0,5555,1800,New,0.0
15943,Residential Plot,Nandigama,55.0,2444,2250,New,3.9
15944,3 BHK Apartment,Nanakramguda,87.0,4833,1800,Under Construction,4.8
15945,Residential Plot,Beeramguda,26.0,2462,1056,New,4.1
15946,4 BHK Villa,Manikonda,400.0,11204,3570,Ready to move,0.0
15947,3 BHK Independent House,Munganoor,140.0,7777,1800,Ready to move,0.0
15948,Residential Plot,Adibatla,16.7,1111,1503,New,3.6
15949,Residential Plot,Adibatla,8.21,166,4932,New,3.6
15950,Residential Plot,Ibrahimpatnam,9.15,166,5499,New,3.6
15951,Residential Plot,Adibatla,8.45,166,5076,New,3.6
15952,Residential Plot,Gachibowli,62.0,1722,3600,New,4.8
15953,Residential Plot,Kondapur,479.0,6876,6966,Resale,3.6
15954,Residential Plot,Tellapur,333.0,9438,3528,Resale,3.6
15955,Residential Plot,Bibinagar,15.03,1000,1503,New,4.6
15956,Residential Plot,Yadagirigutta,10.0,555,1800,New,4.6
15957,Residential Plot,Bibinagar,10.5,388,2700,New,4.6
15958,Residential Plot,Shadnagar,8.71,399,2178,New,4.6
15959,Residential Plot,Ghatkesar,15.03,1000,1503,New,4.6
15960,Residential Plot,Yadagirigutta,8.0,555,1440,New,4.6
15961,Residential Plot,Yadagirigutta,7.25,555,1305,New,4.6
15962,Residential Plot,Bibinagar,17.28,1000,1728,New,4.6
15963,Residential Plot,Yadagirigutta,5.0,555,900,New,4.6
15964,Residential Plot,Yadagirigutta,12.37,832,1485,New,4.6
15965,Residential Plot,Yadagirigutta,8.5,555,1530,New,4.6
15966,Residential Plot,Bibinagar,14.0,388,3600,New,4.6
15967,Residential Plot,Shadnagar,14.4,400,3600,New,4.6
15968,Residential Plot,Yadagirigutta,6.75,555,1215,New,4.6
15969,Residential Plot,Bibinagar,18.0,1000,1800,New,4.6
15970,Residential Plot,Bibinagar,13.5,1000,1350,New,4.6
15971,Residential Plot,Yadagirigutta,14.25,833,1710,New,4.6
15972,Residential Plot,Yadagirigutta,13.5,833,1620,New,4.6
15973,Residential Plot,Shadnagar,4.35,400,1089,New,4.6
15974,Residential Plot,Ghatkesar,18.0,1000,1800,New,4.6
15975,Residential Plot,Ghatkesar,13.5,1000,1350,New,4.6
15976,Residential Plot,Yadagirigutta,11.25,833,1350,New,4.6
15977,Residential Plot,Kothur,150.0,8333,1800,Resale,3.9
15978,2 BHK Apartment,Shamirpet,16.0,1600,1000,Under Construction,4.1
15979,3 BHK Apartment,Kondapur,74.1,5700,1300,Ready to move,4.5
15980,Residential Plot,Shankarpalli,32.5,2006,1620,New,4.6
15981,Residential Plot,Bhanur,32.1,1981,1620,New,4.6
15982,Residential Plot,Shadnagar,9.6,711,1350,New,4.6
15983,Residential Plot,Shadnagar,10.2,755,1350,New,4.6
15984,Residential Plot,Vikarabad,1.1,101,1089,New,4.8
15985,Residential Plot,Shamshabad,12.0,444,2700,New,4.6
15986,Residential Plot,Mucherla,16.02,666,2403,New,4.6
15987,Residential Plot,Mucherla,18.0,666,2700,New,4.6
15988,Residential Plot,Mucherla,15.0,333,4500,New,4.6
15989,Residential Plot,Mucherla,7.5,277,2700,New,4.6
15990,4 BHK Villa,Tellapur,350.0,9032,3875,Ready to move,4.8
15991,6 BHK Independent House,Diamond Point Road,130.0,3250,4000,Ready to move,0.0
15992,2 BHK Independent House,Keesara,38.0,3800,1000,Under Construction,0.0
15993,3 BHK Villa,Bollaram,85.0,4722,1800,Under Construction,0.0
15994,Residential Plot,Gachibowli,31.0,1722,1800,New,4.8
15995,Residential Plot,Bhuvanagiri,22.2,1111,1998,New,4.2
15996,2 BHK Independent House,Alwal,65.0,6018,1080,Ready to move,0.0
15997,2 BHK Apartment,Kukatpally,55.0,4372,1258,Ready to move,0.0
15998,Residential Plot,Mumbai Highway,8.75,777,1125,New,4.9
15999,Residential Plot,Gandi Maisamma X Road,31.99,1777,1800,New,4.9
16000,Residential Plot,Gandi Maisamma X Road,17.59,1777,990,New,4.9
16001,Residential Plot,Sangareddy,8.4,777,1080,New,4.9
16002,Residential Plot,Bangalore Hyderabad Highway,3.17,222,1431,New,4.8
16003,Residential Plot,Isnapur,33.0,1833,1800,New,4.8
16004,3 BHK Apartment,Kondapur,81.4,5500,1480,Ready to move,4.9
16005,Residential Plot,Mumbai Highway,9.1,777,1170,New,4.9
16006,Residential Plot,Shankarpalli,12.0,1333,900,Resale,3.7
16007,Residential Plot,Bhongir,18.75,833,2250,New,4.0
16008,2 BHK Apartment,Vasanth Nagar Colony,46.25,3700,1250,Under Construction,4.7
16009,2 BHK Apartment,Shamirpet,15.0,1500,1000,Under Construction,4.9
16010,Residential Plot,Jadcherla,5.4,200,2700,New,4.6
16011,3 BHK Apartment,Adibatla,43.0,2281,1885,Under Construction,4.3
16012,3 BHK Apartment,Kokapet,64.22,3600,1784,Ready to move,4.9
16013,3 BHK Apartment,Kokapet,82.86,5599,1480,Ready to move,4.9
16014,4 BHK Independent House,Gajularamaram,150.0,4687,3200,Ready to move,0.0
16015,4 BHK Independent House,Gajularamaram,150.0,6818,2200,Ready to move,0.0
16016,4 BHK Independent House,Nagaram,95.0,3754,2530,Under Construction,0.0
16017,2 BHK Apartment,Quthbullapur,40.0,3344,1196,Ready to move,0.0
16018,1 BHK Apartment,Boduppal,20.0,2666,750,Ready to move,0.0
16019,2 BHK Independent House,Boduppal,50.0,5000,1000,Ready to move,0.0
16020,3 BHK Apartment,Manikonda,96.0,6197,1549,Ready to move,0.0
16021,3 BHK Apartment,Tellapur,82.0,6128,1338,Under Construction,0.0
16022,2 BHK Apartment,Nagole,36.0,3829,940,Ready to move,0.0
16023,3 BHK Apartment,Tellapur,100.0,5580,1792,Under Construction,0.0
16024,3 BHK Apartment,Happy Homes Colony,58.0,4296,1350,Ready to move,0.0
16025,Residential Plot,Sadasivpet,26.0,722,3600,New,4.4
16026,3 BHK Apartment,Tellapur,39.62,2500,1585,Under Construction,4.5
16027,2 BHK Independent House,Beeramguda,57.12,5118,1116,Ready to move,4.9
16028,4 BHK Villa,Attapur,190.0,6333,3000,Ready to move,0.0
16029,3 BHK Apartment,Gachibowli,182.0,6500,2800,Under Construction,5.0
16030,3 BHK Apartment,Gachibowli,156.0,6486,2405,Under Construction,5.0
16031,3 BHK Apartment,Shamirpet,27.0,1800,1500,Under Construction,0.0
16032,Residential Plot,Kothur,26.4,1222,2160,New,4.9
16033,Residential Plot,Tukkuguda,30.19,1833,1647,New,4.9
16034,Residential Plot,Kothur,21.34,1222,1746,New,4.9
16035,Residential Plot,Kothur,36.63,1222,2997,New,4.9
16036,2 BHK Apartment,Gachibowli,74.41,5800,1283,Under Construction,4.5
16037,3 BHK Villa,Tellapur,185.0,6851,2700,Ready to move,4.8
16038,2 BHK Apartment,Balaji Colony,42.0,3818,1100,Under Construction,0.0
16039,2 BHK Independent House,Old Malakpet,215.0,14333,1500,Ready to move,0.0
16040,2 BHK Apartment,Tarnaka,44.0,4000,1100,Ready to move,4.3
16041,2 BHK Apartment,Hyder Nagar,60.0,5454,1100,Under Construction,4.0
16042,Residential Plot,Moinabad,14.12,1110,1271,Resale,0.0
16043,Residential Plot,Bhuvanagiri,70.0,1459,4797,Resale,0.0
16044,Residential Plot,B N reddy nagar,22.0,1222,1800,Resale,0.0
16045,Residential Plot,Mehdipatnam,122.0,4444,2763,Resale,0.0
16046,Residential Plot,J K Nagar,165.0,6111,2700,Resale,0.0
16047,Residential Plot,Bongloor,40.0,2395,1670,Resale,0.0
16048,Residential Plot,Shamirpet,7.62,467,1629,Resale,0.0
16049,Residential Plot,Sultanpur,42.18,2111,1998,Resale,0.0
16050,Residential Plot,Rampally,49.4,4678,1056,New,4.2
16051,Residential Plot,Rampally,33.0,3125,1056,Resale,4.2
16052,Residential Plot,Yadagirigutta,20.68,2799,739,New,0.0
16053,3 BHK Apartment,Osman Nagar,57.35,3700,1550,Under Construction,3.5
16054,Residential Plot,Shadnagar,3.0,222,1350,New,4.6
16055,3 BHK Apartment,Mallampet,75.0,3906,1920,Under Construction,4.9
16056,3 BHK Independent House,Mallampet,90.0,3921,2295,Under Construction,4.9
16057,Residential Plot,Vikarabad,22.4,1555,1440,New,4.8
16058,Residential Plot,Sadasivpet,6.1,411,1485,New,4.8
16059,Residential Plot,Shadnagar,4.7,355,1323,New,4.8
16060,Residential Plot,Shadnagar,8.44,555,1521,New,4.8
16061,Residential Plot,Kadthal,8.79,665,1323,New,4.8
16062,Residential Plot,Shadnagar,6.01,3499,172,New,4.8
16063,Residential Plot,Ibrahimpatnam,22.0,11000,200,New,4.0
16064,Residential Plot,Ramoji Film city,10.0,740,1350,New,0.0
16065,Residential Plot,Srisailam Highway,11.69,777,1503,New,0.0
16066,Residential Plot,Shadnagar,3.83,289,1323,New,4.9
16067,Residential Plot,Indresham,10.0,444,2250,New,4.9
16068,Residential Plot,Nandigama,79.2,2444,3240,New,4.9
16069,Residential Plot,Nandigama,72.6,2444,2970,New,4.9
16070,Residential Plot,Patancheru,57.2,2444,2340,New,4.9
16071,Residential Plot,Shadnagar,18.0,330,5445,New,0.0
16072,4 BHK Apartment,Nanakramguda,129.0,5375,2400,Ready to move,4.5
16073,2 BHK Apartment,Gachibowli,86.53,5800,1492,Under Construction,4.5
16074,Residential Plot,Sadasivpet,5.93,3599,165,New,4.8
16075,Residential Plot,Sadasivpet,6.17,466,1323,New,4.8
16076,Residential Plot,Sadasivpet,6.61,500,1323,New,4.8
16077,Residential Plot,Gachibowli,30.0,1666,1800,New,0.0
16078,Residential Plot,Gachibowli,75.0,1666,4500,New,0.0
16079,Residential Plot,Bhongir,32.03,1333,2403,New,0.0
16080,Residential Plot,financial District,30.0,1666,1800,New,0.0
16081,Residential Plot,financial District,75.0,1666,4500,New,0.0
16082,Residential Plot,Kondapur,39.0,2166,1800,New,4.9
16083,Residential Plot,Ghatkesar,31.2,1333,2340,New,4.9
16084,Residential Plot,Kondapur,35.68,2166,1647,New,4.9
16085,Residential Plot,Shankarpally Road,44.0,2444,1800,New,3.9
16086,Residential Plot,Bachupally,52.0,3851,1350,Resale,0.0
16087,Residential Plot,Shadnagar,11.5,766,1500,Resale,0.0
16088,Residential Plot,Shamshabad,22.0,1222,1800,Resale,0.0
16089,Residential Plot,Maheshwaram,66.75,2777,2403,New,0.0
16090,Residential Plot,Maheshwaram,67.0,2788,2403,New,0.0
16091,Residential Plot,Shamshabad,3.5,388,900,New,0.0
16092,Residential Plot,Maheshwaram,25.0,1388,1800,New,0.0
16093,4 BHK Independent House,Uppal,52.0,3023,1720,Under Construction,2.7
16094,2 BHK Apartment,Kukatpally,85.0,6222,1366,Under Construction,4.5
16095,3 BHK Apartment,Kukatpally,134.0,7723,1735,Under Construction,4.8
16096,Residential Plot,Bhanur,32.1,1970,1629,New,4.6
16097,Residential Plot,Mokila,32.0,1975,1620,New,4.6
16098,Residential Plot,Shadnagar,10.35,766,1350,New,4.6
16099,2 BHK Apartment,Chandanagar,25.0,2173,1150,Under Construction,4.1
16100,2 BHK Apartment,Beeramguda,21.5,2028,1060,Under Construction,4.3
16101,Residential Plot,Bhongir,39.75,1472,2700,New,4.2
16102,Residential Plot,Bhuvanagiri,29.41,1472,1998,New,4.2
16103,Residential Plot,Bhongir,24.99,1395,1791,New,4.2
16104,3 BHK Apartment,Nizampet,53.04,3400,1560,Ready to move,4.3
16105,12 BHK Independent House,Miyapur HMT Swarnapuri Colony,263.0,4109,6400,Under Construction,0.0
16106,Residential Plot,Shadnagar,7.59,578,1314,New,4.4
16107,3 BHK Apartment,Tarnaka,51.0,3642,1400,Ready to move,4.3
16108,Residential Plot,Hyderabad Warangal Highway,29.99,1111,2700,New,4.2
16109,Residential Plot,Bhuvanagiri,69.37,1388,4995,New,4.2
16110,Residential Plot,Bhongir,21.0,777,2700,Resale,4.2
16111,2 BHK Independent House,Badangpet,45.0,5625,800,Ready to move,0.0
16112,3 BHK Apartment,Kukatpally,110.0,6214,1770,Ready to move,0.0
16113,2 BHK Apartment,Manikonda,39.0,3900,1000,Ready to move,0.0
16114,1 BHK Apartment,Erragadda,73.0,5840,1250,Ready to move,0.0
16115,1 BHK Apartment,Kondapur,65.0,5200,1250,Ready to move,0.0
16116,4 BHK Apartment,Kondapur,75.0,5639,1330,Under Construction,0.0
16117,2 BHK Apartment,Miyapur,33.0,3055,1080,Ready to move,0.0
16118,4 BHK Apartment,Tellapur,47.5,2794,1700,Ready to move,0.0
16119,3 BHK Apartment,Tellapur,79.85,5000,1597,Under Construction,0.0
16120,3 BHK Apartment,Tellapur,83.65,5000,1673,Under Construction,0.0
16121,Residential Plot,Sanga Reddy,14.0,777,1800,New,4.9
16122,Residential Plot,Rudraram,11.55,777,1485,New,4.9
16123,Residential Plot,Sanga Reddy,8.4,777,1080,New,4.9
