,title,location,price(L),rate_persqft,area_insqft,building_status,agent_rating
6306,3 BHK Apartment,Tellapur,86.23,5400,1597,Under Construction,4.6
6307,Residential Plot,Shamshabad,130.0,1444,9027,New,0.0
6308,Residential Plot,Mansanpally Highway,16.0,888,1800,New,5.0
6309,Residential Plot,Medchal,58.5,2777,2106,New,4.7
6310,Residential Plot,Sultanpur,27.0,2000,1350,New,4.7
6311,Residential Plot,Kothur,15.0,445,3366,New,3.3
6312,Residential Plot,Bhanur,35.0,23333,150,New,3.3
6313,Residential Plot,Shadnagar,6.0,4000,150,New,3.3
6314,Residential Plot,Kollur,44.0,2927,1503,New,4.5
6315,Residential Plot,Nandigama,37.0,2005,1845,New,4.5
6316,Residential Plot,Shankarpalli Road,36.0,2000,1800,New,4.5
6317,Residential Plot,Kollur,36.0,2000,1800,New,4.5
6318,Residential Plot,Yacharam Mandal,5.4,666,810,New,4.7
6319,Residential Plot,Yadagirigutta,11.7,1444,810,New,4.7
6320,3 BHK Apartment,Serilingampally,159.0,6300,2530,Under Construction,3.1
6321,2 BHK Apartment,Miyapur,45.0,3673,1225,Ready to move,0.0
6322,Residential Plot,Kadthal,48.0,711,6750,New,5.0
6323,Residential Plot,Sanga Reddy,8.24,555,1485,New,4.0
6324,Residential Plot,20 Hyderabad Road,26.4,1777,1485,New,3.2
6325,Residential Plot,20 Hyderabad Road,23.1,1555,1485,New,3.2
6326,Residential Plot,kandukur Mandal,8.4,466,1800,New,3.2
6327,Residential Plot,Aushapur,20.0,1111,1800,New,3.2
6328,Residential Plot,Mokila,45.0,2100,2142,New,3.2
6329,Residential Plot,Mokila,45.22,2111,2142,New,3.2
6330,Residential Plot,Annojiguda,41.8,1786,2340,New,3.2
6331,Residential Plot,Ghatkesar,30.62,1944,1575,New,4.9
6332,2 BHK Apartment,Jubilee Hills,42.0,4117,1020,Ready to move,5.0
6333,3 BHK Apartment,Tellapur,70.16,4900,1432,Under Construction,4.5
6334,Residential Plot,Medchal,552.0,23000,2403,New,4.9
6335,3 BHK Apartment,Kukatpally,115.0,6453,1782,Under Construction,4.5
6336,2 BHK Independent House,Chengicherla,68.0,5435,1251,Ready to move,4.3
6337,Residential Plot,Shadnagar,8.0,606,1320,New,2.5
6338,3 BHK Apartment,Gachibowli,68.97,5500,1254,Under Construction,4.6
6339,Residential Plot,Gagillapur,60.3,3333,1809,New,4.1
6340,2 BHK Apartment,Narsingi,65.0,5394,1205,Ready to move,0.0
6341,Residential Plot,Thummaluru,22.54,1500,1503,New,4.5
6342,Residential Plot,Kothur,15.6,888,1755,New,4.5
6343,6 BHK Apartment,Tellapur,331.0,5200,6371,Under Construction,4.5
6344,Residential Plot,Shadnagar,3.62,332,1089,New,3.8
6345,2 BHK Apartment,Narsingi,64.5,5058,1275,Ready to move,3.7
6346,2 BHK Apartment,Tumkunta,18.0,1800,1000,Under Construction,4.5
6347,Residential Plot,Yadagirigutta,4.59,211,2178,New,3.1
6348,Residential Plot,Nandigama,35.2,2444,1440,New,3.1
6349,Residential Plot,Kothur,16.5,1222,1350,New,3.1
6350,Residential Plot,Warangal Highway Aler,3.84,266,1440,New,3.1
6351,Residential Plot,Yadagirigutta,8.0,4000,200,New,3.1
6352,Residential Plot,Tukkuguda,24.75,1833,1350,New,4.9
6353,3 BHK Apartment,Madinaguda,49.5,3324,1489,Under Construction,0.0
6354,Residential Plot,Amangal,7.35,555,1323,New,0.0
6355,Residential Plot,Shadnagar,7.0,4666,150,New,3.9
6356,6 BHK Apartment,Tellapur,331.0,5200,6374,Under Construction,4.5
6357,Residential Plot,Shadnagar,7.0,536,1305,New,4.0
6358,Residential Plot,Bhuvanagiri,7.0,388,1800,New,4.2
6359,Residential Plot,Shadnagar,7.35,555,1323,New,3.8
6360,5 BHK Apartment,Tellapur,334.0,5200,6434,Under Construction,4.5
6361,Residential Plot,Bibinagar,18.0,1000,1800,New,4.0
6362,Residential Plot,Bhanur,39.6,2666,1485,New,4.6
6363,4 BHK Apartment,Tellapur,240.0,4765,5036,Under Construction,4.4
6364,3 BHK Independent House,Bachupally Road,85.0,5939,1431,Ready to move,0.0
6365,Residential Plot,Adibatla,69.45,1666,4167,New,5.0
6366,Residential Plot,Adibatla,46.8,1666,2808,New,5.0
6367,Residential Plot,Adibatla,36.53,1444,2529,New,5.0
6368,Residential Plot,Adibatla,37.05,13000,285,New,5.0
6369,Residential Plot,Adibatla,32.11,1444,2223,New,5.0
6370,Residential Plot,Adibatla,50.18,1444,3474,New,5.0
6371,Residential Plot,Adibatla,35.62,1444,2466,New,5.0
6372,Residential Plot,Adibatla,50.12,1555,3222,New,5.0
6373,Residential Plot,Adibatla,37.66,1555,2421,New,5.0
6374,Residential Plot,Adibatla,27.95,1444,1935,New,5.0
6375,Residential Plot,Adibatla,91.2,1666,5472,New,5.0
6376,Residential Plot,Adibatla,40.69,1444,2817,New,5.0
6377,Residential Plot,Adibatla,34.97,1444,2421,New,5.0
6378,Residential Plot,Adibatla,24.05,1444,1665,New,5.0
6379,Residential Plot,Mansanpally Highway,31.4,1111,2826,New,5.0
6380,4 BHK Villa,Tukkuguda,114.0,5161,2214,Under Construction,3.8
6381,3 BHK Villa,Tukkuguda,75.0,5020,1494,Under Construction,3.8
6382,3 BHK Apartment,Gachibowli,85.32,5100,1673,Under Construction,4.5
6383,3 BHK Apartment,Tellapur,91.39,5100,1792,Under Construction,4.5
6384,Residential Plot,Maheshwaram,14.0,937,1494,New,0.0
6385,3 BHK Apartment,Tellapur,75.36,4900,1538,Under Construction,4.5
6386,1 BHK Independent House,Sithaphal Mandi,42.0,7777,540,Ready to move,5.0
6387,Residential Plot,Shadnagar,10.3,780,1320,New,4.8
6388,Residential Plot,Kadthal,9.53,721,1320,New,4.8
6389,Residential Plot,Jadcherla,15.4,1166,1320,New,4.8
6390,Residential Plot,Bacharam,23.46,1777,1320,New,4.8
6391,Residential Plot,Kothur,20.53,1555,1320,New,4.8
6392,Residential Plot,Sadasivpet,14.85,1000,1485,New,4.8
6393,Residential Plot,Shadnagar,11.0,833,1320,New,4.8
6394,Residential Plot,Kadthal,40.32,711,5670,New,5.0
6395,Residential Plot,Kadthal,39.68,711,5580,New,5.0
6396,Residential Plot,Kadthal,38.4,711,5400,New,5.0
6397,Residential Plot,Kadthal,27.84,533,5220,New,5.0
6398,Residential Plot,Kadthal,43.52,711,6120,New,5.0
6399,Residential Plot,Kadthal,41.6,711,5850,New,5.0
6400,Residential Plot,International Airport,46.0,1111,4140,New,4.6
6401,Residential Plot,Kardhanur,34.0,22666,150,New,0.0
6402,Residential Plot,Aushapur,38.57,1055,3654,Resale,3.0
6403,Residential Plot,Shadnagar,6.05,277,2178,New,3.0
6404,Residential Plot,Shadnagar,7.0,532,1314,New,3.0
6405,3 BHK Apartment,Hitech City,128.0,6772,1890,Under Construction,4.9
6406,3 BHK Apartment,Nanakramguda,112.0,6222,1800,Ready to move,4.8
6407,Residential Plot,Bhongir,20.0,1111,1800,New,0.0
6408,Residential Plot,Yadagirigutta,8.81,666,1323,New,0.0
6409,Residential Plot,Kadthal,39.04,711,5490,New,5.0
6410,Residential Plot,Shadnagar,6.52,499,1305,New,2.3
6411,Residential Plot,Kothur,38.5,2086,1845,New,4.5
6412,Residential Plot,Shamirpet,13.68,1000,1368,New,5.0
6413,2 BHK Apartment,Madinaguda,51.68,4921,1050,Under Construction,0.0
6414,2 BHK Apartment,Beeramguda,20.5,2050,1000,Ready to move,3.5
6415,2 BHK Apartment,Miyapur Bachupally Road,46.55,3800,1225,Under Construction,0.0
6416,2 BHK Apartment,Miyapur,72.0,5538,1300,Under Construction,4.2
6417,2 BHK Apartment,Madinaguda,70.0,5882,1190,Under Construction,4.2
6418,2 BHK Apartment,Ida Bontapally,52.0,4196,1239,Under Construction,4.2
6419,3 BHK Apartment,Bachupally,62.0,4246,1460,Under Construction,4.2
6420,Residential Plot,Sun City,60.0,4444,1350,Resale,4.8
6421,3 BHK Apartment,Manikonda,95.0,4672,2033,Ready to move,3.7
6422,3 BHK Independent House,Keesara,65.0,4062,1600,Under Construction,5.0
6423,Residential Plot,Chilkur,45.0,500,9000,New,4.9
6424,Residential Plot,Kandukur,72.0,666,10800,Resale,4.9
6425,Residential Plot,Annojiguda,54.08,2888,1872,Resale,2.9
6426,3 BHK Apartment,Tellapur,70.0,4149,1687,Under Construction,4.4
6427,Residential Plot,Shadnagar,9.04,755,1197,New,4.5
6428,Residential Plot,Shadnagar,13.23,750,1764,New,4.5
6429,Residential Plot,Shadnagar,18.9,1166,1620,New,4.5
6430,Residential Plot,Shadnagar,18.02,1144,1575,New,4.5
6431,Residential Plot,Shadnagar,19.42,1166,1665,New,4.5
6432,Residential Plot,Shadnagar,15.22,1166,1305,New,4.5
6433,3 BHK Apartment,Attapur,7.72,450,1716,Ready to move,3.5
6434,2 BHK Apartment,Tellapur,63.95,5100,1254,Under Construction,4.5
6435,3 BHK Apartment,Serilingampally,85.0,6296,1350,Under Construction,4.0
6436,3 BHK Apartment,Serilingampally,77.0,5703,1350,Under Construction,4.0
6437,3 BHK Apartment,Madhapur,140.0,7786,1798,Ready to move,0.0
6438,Residential Plot,Tukkuguda,18.0,800,2250,New,2.9
6439,Residential Plot,Kongarkalan,29.4,2177,1350,New,4.9
6440,Residential Plot,Kongarkalan,26.26,2177,1206,New,4.9
6441,Residential Plot,Sultanpur,27.0,2222,1215,New,4.9
6442,Residential Plot,Sanga Reddy,9.45,777,1215,New,4.9
6443,Residential Plot,Kadthal,16.0,888,1800,New,2.9
6444,Residential Plot,Shadnagar,9.0,500,1800,New,2.9
6445,Residential Plot,Sangareddy,120.0,137,87120,New,3.2
6446,3 BHK Apartment,Kukatpally,110.0,6578,1672,Under Construction,4.5
6447,3 BHK Apartment,Nanakramguda,166.0,6367,2615,Ready to move,4.8
6448,3 BHK Apartment,Jubilee Hills,147.0,7538,1950,Under Construction,4.2
6449,3 BHK Apartment,Toli Chowki,147.0,7538,1950,Under Construction,4.2
6450,Residential Plot,Maheshwaram,10.2,944,1080,New,4.0
6451,Residential Plot,Adibatla,22.5,1666,1350,New,4.0
6452,Residential Plot,Adibatla,18.0,1666,1080,New,4.0
6453,Residential Plot,Maheshwaram,10.45,944,1107,New,4.0
6454,2 BHK Apartment,Patancheru,35.0,3181,1100,Under Construction,3.1
6455,3 BHK Apartment,Kukatpally,110.0,6321,1740,Under Construction,4.8
6456,Residential Plot,Ghatkesar Road,17.53,1166,1503,New,4.2
6457,Residential Plot,Ghatkesar,11.55,777,1485,New,4.2
6458,3 BHK Apartment,Patancheru,32.02,2046,1565,Under Construction,4.3
6459,2 BHK Apartment,Bachupally,47.36,3700,1280,Ready to move,0.0
6460,3 BHK Apartment,Tellapur,70.6,5000,1412,Under Construction,4.4
6461,2 BHK Apartment,Tellapur,60.0,5347,1122,Under Construction,4.0
6462,3 BHK Apartment,Tellapur,78.0,5071,1538,Under Construction,4.0
6463,2 BHK Apartment,Kukatpally,59.0,5060,1166,Under Construction,0.0
6464,3 BHK Apartment,Nanakramguda,145.0,6387,2270,Under Construction,4.9
6465,3 BHK Apartment,Nanakramguda,122.0,6337,1925,Under Construction,4.9
6466,3 BHK Apartment,Nanakramguda,112.0,6418,1745,Under Construction,4.9
6467,3 BHK Apartment,Nanakramguda,103.0,6437,1600,Under Construction,4.9
6468,3 BHK Apartment,Gachibowli,109.0,5150,2132,Under Construction,4.5
6469,3 BHK Apartment,Mehdipatnam,66.0,4714,1400,Ready to move,3.2
6470,Residential Plot,Rudaram,20.4,1931,1056,New,4.7
6471,Residential Plot,Shadnagar,9.49,722,1314,New,2.1
6472,Residential Plot,Shadnagar,13.2,1222,1080,Resale,2.8
6473,5 BHK Apartment,Tellapur,399.0,5200,7674,Under Construction,4.5
6474,1 BHK Independent House,ECIL,24.0,4800,500,Ready to move,0.0
6475,3 BHK Apartment,Humayunagar,55.0,4044,1360,Ready to move,0.0
6476,Residential Plot,Sangareddy,8.25,458,1800,New,4.0
6477,Residential Plot,Sadasivpet,19.35,977,1980,New,4.0
6478,Residential Plot,Yadagirigutta,7.5,555,1350,New,2.8
6479,Residential Plot,Warangal highway,6.5,200,3240,New,2.8
6480,Residential Plot,Bhuvanagiri,25.0,1388,1800,New,2.8
6481,Residential Plot,Kothur,12.0,913,1314,New,2.8
6482,2 BHK Independent House,Ramanthapur,130.0,7765,1674,Ready to move,5.0
6483,2 BHK Apartment,High Tension Line Road,57.33,4900,1170,Under Construction,3.3
6484,3 BHK Apartment,Beeramguda,35.0,2500,1400,Under Construction,4.3
6485,2 BHK Apartment,Krishna Reddy Pet,25.0,2500,1000,Under Construction,4.3
6486,3 BHK Apartment,Beeramguda,37.5,2500,1500,Under Construction,4.3
6487,2 BHK Apartment,Beeramguda,25.0,2500,1000,Under Construction,4.3
6488,3 BHK Apartment,Hitech City,132.0,6300,2100,Ready to move,3.4
6489,Residential Plot,Kollur Road,30.06,18000,167,New,0.0
6490,2 BHK Apartment,Miyapur,44.0,3666,1200,Ready to move,0.0
6491,2 BHK Apartment,Pragathi Nagar,45.15,4200,1075,Under Construction,0.0
6492,Residential Plot,Kothur,15.0,1420,1056,New,4.9
6493,Residential Plot,Mokila,11.0,1041,1056,New,4.9
6494,Residential Plot,Kadthal,26.88,533,5040,New,5.0
6495,3 BHK Independent House,MD Lines Road,97.0,7185,1350,Ready to move,0.0
6496,3 BHK Apartment,Tellapur,199.0,5603,3569,Under Construction,4.3
6497,Residential Plot,Sadasivpet,10.72,722,1485,New,4.4
6498,Residential Plot,Sadasivpet,10.59,722,1467,New,4.4
6499,Residential Plot,Kadthal,24.05,722,3330,New,5.0
6500,3 BHK Apartment,Bachupally,47.36,3700,1280,Ready to move,0.0
6501,2 BHK Apartment,Paparayadu Nagar,58.8,5042,1166,Under Construction,0.0
6502,Residential Plot,Kothur,23.0,1277,1800,New,4.7
6503,Residential Plot,Patancheru Shankarpalli Road,43.0,2388,1800,New,4.0
6504,Residential Plot,Gagillapur,30.0,1666,1800,Resale,0.0
6505,3 BHK Apartment,Tellapur,84.35,5000,1687,Under Construction,4.4
6506,2 BHK Apartment,Tellapur,76.0,5382,1412,Under Construction,4.0
6507,3 BHK Apartment,Tellapur,86.0,5385,1597,Under Construction,4.0
6508,2 BHK Apartment,Velimela,22.0,2200,1000,Under Construction,4.3
6509,3 BHK Apartment,LB Nagar,56.0,4307,1300,Ready to move,4.3
6510,2 BHK Apartment,LB Nagar,47.0,4159,1130,Ready to move,4.3
6511,2 BHK Apartment,LB Nagar,46.0,4181,1100,Ready to move,4.3
6512,Residential Plot,Shadnagar,16.5,1222,1350,New,4.1
6513,2 BHK Apartment,Kukatpally,90.0,6245,1441,Under Construction,4.4
6514,2 BHK Apartment,Kukatpally,80.0,6254,1279,Under Construction,4.4
6515,Residential Plot,Timmapur,12.04,811,1485,New,2.7
6516,Residential Plot,Maheshwaram,16.0,888,1800,New,2.7
6517,5 BHK Villa,Tellapur,400.0,9523,4200,Under Construction,4.0
6518,Residential Plot,Shadnagar,8.29,614,1350,New,4.8
6519,Residential Plot,Shadnagar,7.86,582,1350,New,4.8
6520,Residential Plot,Shadnagar,7.54,569,1323,New,4.8
6521,Residential Plot,Shadnagar,8.24,610,1350,New,4.8
6522,Residential Plot,Shadnagar,6.0,3333,180,New,4.8
6523,Residential Plot,Sanga Reddy,18.0,1000,1800,New,4.8
6524,Residential Plot,Shadnagar,7.23,546,1323,New,4.8
6525,Residential Plot,Shadnagar,7.92,533,1485,New,4.8
6526,Residential Plot,Shadnagar,11.5,436,2637,New,4.8
6527,Residential Plot,Shadnagar,6.49,480,1350,New,4.8
6528,Residential Plot,Shadnagar,6.59,495,1332,New,4.8
6529,Residential Plot,Shadnagar,7.25,537,1350,New,4.8
6530,Residential Plot,Shadnagar,5.0,380,1314,New,4.8
6531,Residential Plot,Shadnagar,6.52,492,1323,New,4.8
6532,Residential Plot,Yadagirigutta,3.75,277,1350,New,4.8
6533,Residential Plot,Kadthal,18.0,1000,1800,New,4.8
6534,Residential Plot,Shadnagar,9.82,545,1800,New,4.8
6535,Residential Plot,Shadnagar,9.77,512,1908,New,4.8
6536,Residential Plot,Shadnagar,15.5,585,2646,New,4.8
6537,Residential Plot,Ibrahimpatnam,18.0,1111,1620,New,3.4
6538,3 BHK Villa,Bachupally,114.0,4499,2545,Under Construction,4.0
6539,2 BHK Villa,Moinabad,600.0,61983,969,Ready to move,2.9
6540,2 BHK Apartment,Bandlaguda Jagir,43.0,3722,1155,Ready to move,0.0
6541,Residential Plot,Patancheru,27.0,1796,1503,New,4.9
6542,Residential Plot,Patancheru,33.0,1540,2142,New,4.9
6543,2 BHK Apartment,Banjara Hills,72.0,6000,1200,Ready to move,4.8
6544,2 BHK Independent House,ECIL,39.5,4647,850,Ready to move,0.0
6545,Residential Plot,Maheshwaram,23.0,1277,1800,New,0.0
6546,3 BHK Apartment,Tellapur,84.0,4482,1874,Under Construction,4.1
6547,3 BHK Apartment,Hitech City,138.0,6682,2065,Under Construction,4.9
6548,3 BHK Apartment,Hitech City,128.0,6701,1910,Under Construction,4.9
6549,3 BHK Apartment,Hitech City,117.0,6763,1730,Under Construction,4.9
6550,3 BHK Apartment,Hitech City,150.0,6622,2265,Under Construction,4.9
6551,2 BHK Apartment,Kompally,48.0,4800,1000,Ready to move,0.0
6552,Residential Plot,Ghatkesar,18.27,1000,1827,New,4.6
6553,Residential Plot,Yadagirigutta,15.0,555,2700,New,4.6
6554,3 BHK Apartment,Tellapur,64.0,4761,1344,Under Construction,4.4
6555,Residential Plot,Ghatkesar,32.02,1940,1650,Resale,4.9
6556,Residential Plot,Indresham,6.99,642,1089,New,4.9
6557,Residential Plot,National Highway,6.0,568,1056,New,3.6
6558,Residential Plot,Shadnagar,11.85,866,1368,New,4.5
6559,3 BHK Apartment,Alkapur township,93.0,4864,1912,Ready to move,0.0
6560,Residential Plot,Shadnagar,6.0,399,1503,New,2.6
6561,Residential Plot,Yadagirigutta,7.15,611,1170,New,2.6
6562,Residential Plot,Tukkuguda,22.0,1222,1800,New,2.6
6563,Residential Plot,Yadagirigutta,8.4,466,1800,New,2.6
6564,4 BHK Apartment,Tellapur,370.0,7500,4945,Under Construction,4.5
6565,3 BHK Apartment,Tellapur,79.85,5000,1597,Under Construction,4.4
6566,Residential Plot,Maheshwaram,19.2,1777,1080,New,4.2
6567,Residential Plot,Shadnagar,22.0,1222,1800,New,3.0
6568,3 BHK Villa,Keesara,75.0,4155,1805,Under Construction,2.3
6569,Residential Plot,Kothur,11.52,888,1296,New,4.5
6570,3 BHK Apartment,Gachibowli,109.0,5816,1874,Under Construction,0.0
6571,2 BHK Apartment,Miyapur,40.7,3700,1100,Under Construction,0.0
6572,Residential Plot,Sanga Reddy,11.55,777,1485,New,4.9
6573,Residential Plot,Sultanpur,24.8,2222,1116,New,4.9
6574,Residential Plot,Mamidpalli,8.68,777,1116,New,4.9
6575,3 BHK Apartment,Tellapur,75.0,5237,1432,Under Construction,0.0
6576,2 BHK Apartment,Mettuguda,55.55,5847,950,Ready to move,0.0
6577,3 BHK Apartment,Tellapur,88.99,5319,1673,Under Construction,4.3
6578,Residential Plot,Kothur,22.0,1629,1350,Resale,3.9
6579,2 BHK Apartment,Dammaiguda,38.5,3850,1000,Ready to move,0.0
6580,3 BHK Apartment,Chandanagar,110.0,6626,1660,Ready to move,0.0
6581,4 BHK Apartment,Basheer Bagh,270.0,8059,3350,Ready to move,4.6
6582,4 BHK Apartment,Shaikpet,200.0,6790,2960,Under Construction,4.9
6583,3 BHK Apartment,Shaikpet,126.0,6790,1865,Under Construction,4.9
6584,Residential Plot,Shadnagar,5.14,388,1323,New,4.8
6585,3 BHK Apartment,Tellapur,71.11,5291,1344,Under Construction,4.3
6586,2 BHK Apartment,Kollur Road,33.0,2200,1500,Under Construction,4.3
6587,Residential Plot,Meerkhanpet,18.0,1000,1800,New,3.1
6588,Residential Plot,Sadasivpet,16.59,922,1800,New,2.5
6589,Residential Plot,Shadnagar,7.03,533,1320,New,2.5
6590,Residential Plot,Kothur,18.97,1277,1485,New,2.5
6591,Residential Plot,Yadagirigutta,11.0,611,1800,New,2.5
6592,Residential Plot,Timmapur,18.0,1000,1800,New,2.5
6593,3 BHK Apartment,Gachibowli,103.0,5500,1874,Under Construction,4.5
6594,3 BHK Apartment,Gachibowli,86.15,5602,1538,Under Construction,4.5
6595,Residential Plot,Kadthal,12.0,412,2907,New,3.9
6596,3 BHK Apartment,Nallakunta,40.0,3347,1195,Ready to move,4.6
6597,3 BHK Apartment,Gajularamaram,58.0,3918,1480,Ready to move,0.0
6598,Residential Plot,Rudraram,30.0,1666,1800,New,3.1
6599,Residential Plot,Patancheru Shankarpalli Road,36.9,16772,220,New,0.0
6600,Residential Plot,Patancheru Shankarpalli Road,30.06,18000,167,New,0.0
6601,Residential Plot,Nallagandla Tellapur Road,27.0,18000,150,New,0.0
6602,Residential Plot,Tellapur,30.06,18000,167,New,0.0
6603,Residential Plot,Tellapur,39.6,18000,220,New,0.0
6604,Residential Plot,Maheshwaram,19.95,1055,1890,New,4.3
6605,Residential Plot,Maheshwaram,19.0,1055,1800,New,4.3
6606,Residential Plot,Maheshwaram,18.05,9500,190,New,4.3
6607,Residential Plot,Shamirpet,16.6,768,2160,New,4.1
6608,Residential Plot,Turkapally,22.0,1527,1440,New,4.1
6609,Residential Plot,Ibrahimpatnam Road,9.6,688,1395,New,4.1
6610,Residential Plot,Yacharam,12.6,700,1800,New,4.1
6611,Residential Plot,Manasanapalli,17.1,1055,1620,New,4.3
6612,4 BHK Apartment,Tellapur,200.0,4044,4945,Under Construction,4.4
6613,2 BHK Apartment,Narsingi,61.5,4823,1275,Under Construction,3.7
6614,Residential Plot,Sadasivpet,13.0,725,1791,New,4.4
6615,3 BHK Apartment,Miyapur,59.0,3687,1600,Ready to move,0.0
6616,Residential Plot,Warangal Hyderabad Highway,12.11,388,3114,New,4.2
6617,Residential Plot,Nalgonda,5.77,388,1485,New,4.2
6618,Residential Plot,Bhuvanagiri,7.77,388,1998,New,4.2
6619,Residential Plot,NFC Colony,23.0,1703,1350,New,4.8
6620,Residential Plot,NFC Colony,23.3,1725,1350,New,4.8
6621,2 BHK Apartment,Narsingi,56.0,4977,1125,Ready to move,3.7
6622,3 BHK Apartment,Narsingi,76.5,4636,1650,Ready to move,3.7
6623,Residential Plot,Isnapur,15.0,833,1800,New,4.8
6624,3 BHK Apartment,Tellapur,74.99,5311,1412,Under Construction,4.3
6625,2 BHK Apartment,Tellapur,65.99,5263,1254,Under Construction,4.3
6626,Residential Plot,Ghatkesar,18.0,1333,1350,New,0.0
6627,3 BHK Apartment,Tellapur,82.0,4901,1673,Under Construction,4.4
6628,Residential Plot,Bibinagar,18.0,1000,1800,New,2.4
6629,2 BHK Independent House,Ghatkesar,32.0,5565,575,Ready to move,0.0
6630,Residential Plot,Sitaphalmandi,60.0,3787,1584,Resale,5.0
6631,Residential Plot,Miyapur HMT Swarnapuri Colony,165.0,6111,2700,Resale,3.4
6632,1 BHK Independent House,Yousufguda Sri Krishna Nagar,180.0,17857,1008,Ready to move,3.0
6633,3 BHK Villa,Mallampet,85.0,4722,1800,Under Construction,3.7
6634,Residential Plot,Shadnagar,8.06,610,1320,New,4.8
6635,Residential Plot,Sangareddy,7.6,575,1320,New,4.8
6636,Residential Plot,Shadnagar,8.8,666,1320,New,4.8
6637,Residential Plot,Kadthal,44.8,711,6300,New,5.0
6638,Residential Plot,Yadagirigutta,6.0,222,2700,Resale,0.0
6639,Residential Plot,Kadthal,21.12,533,3960,New,5.0
6640,Residential Plot,Kadthal,26.4,505,5220,New,5.0
6641,2 BHK Apartment,Alkapur township,56.7,4685,1210,Under Construction,3.7
6642,Residential Plot,Maheshwaram,25.3,1222,2070,New,4.2
6643,Residential Plot,Sadashivpet,16.99,944,1799,New,4.7
6644,3 BHK Apartment,Tellapur,85.99,5385,1597,Under Construction,4.3
6645,3 BHK Apartment,Tellapur,100.0,5927,1687,Under Construction,0.0
6646,3 BHK Apartment,Kukatpally,67.5,5510,1225,Ready to move,0.0
6647,3 BHK Apartment,Nallagandla Fly over,89.0,4611,1930,Ready to move,0.0
6648,2 BHK Apartment,Gajularamaram,56.0,4666,1200,Under Construction,4.8
6649,Residential Plot,Maheshwaram,20.9,1111,1881,New,4.7
6650,Residential Plot,Maheshwaram,10.2,944,1080,New,4.7
6651,Residential Plot,Shadnagar,8.0,553,1445,New,4.5
6652,2 BHK Apartment,Kollur Road,22.02,2200,1001,Under Construction,4.3
6653,3 BHK Apartment,Jhangir Pet,27.01,1800,1501,Under Construction,4.3
6654,3 BHK Apartment,Adibatla,33.02,2200,1501,Under Construction,4.3
6655,4 BHK Apartment,Shaikpet,209.0,7060,2960,Under Construction,5.0
6656,2 BHK Apartment,Serilingampally,71.99,5333,1350,Under Construction,4.0
6657,2 BHK Apartment,Serilingampally,81.0,6000,1350,Under Construction,4.0
6658,3 BHK Apartment,Hyder nagar kphb colony,87.0,5370,1620,Under Construction,0.0
6659,Residential Plot,Sultanpur,22.4,2222,1008,New,4.9
6660,Residential Plot,Sultanpur,28.6,2222,1287,New,4.9
6661,Residential Plot,Sultanpur,31.2,2222,1404,New,4.9
6662,Residential Plot,Adibatla,26.46,2177,1215,New,4.9
6663,Residential Plot,Sanga Reddy,12.25,777,1575,New,4.9
6664,Residential Plot,Sultanpur,25.2,2222,1134,New,4.9
6665,Residential Plot,Sultanpur,30.4,2222,1368,New,4.9
6666,Residential Plot,Sultanpur,23.2,2222,1044,New,4.9
6667,Residential Plot,Kongarkalan,24.3,2177,1116,New,4.9
6668,Residential Plot,Adibatla,29.4,2177,1350,New,4.9
6669,Residential Plot,Adibatla,19.6,2177,900,New,4.9
6670,3 BHK Villa,Ibrahimpatnam,130.0,4333,3000,Under Construction,4.3
6671,3 BHK Apartment,Tellapur,86.03,5100,1687,Under Construction,4.5
6672,Residential Plot,Mansanpally Highway,21.8,1111,1962,New,4.8
6673,Residential Plot,Mansanpally Highway,21.5,1111,1935,New,4.8
6674,Residential Plot,Choutuppal,10.85,722,1503,New,3.7
6675,3 BHK Apartment,Bachupally,48.0,3750,1280,Ready to move,0.0
6676,2 BHK Apartment,NH 7,43.5,3750,1160,Under Construction,3.6
6677,4 BHK Apartment,Tellapur,270.0,5361,5036,Ready to move,0.0
6678,2 BHK Apartment,Tellapur,75.0,5980,1254,Under Construction,0.0
6679,Residential Plot,Bibinagar,18.0,1000,1800,New,2.0
6680,Residential Plot,Isnapur,21.94,1828,1200,New,4.9
6681,Residential Plot,Nandigama,41.0,2277,1800,New,4.9
6682,2 BHK Apartment,Tellapur,57.0,5080,1122,Under Construction,4.5
6683,2 BHK Independent House,Ramoji Film city,75.0,4629,1620,Ready to move,0.0
6684,Residential Plot,Adibatla,33.4,3162,1056,New,4.8
6685,Residential Plot,Degloor Hyderabad Road,14.0,777,1800,New,4.8
6686,Residential Plot,Degloor Hyderabad Road,11.69,777,1503,New,4.8
6687,Residential Plot,Shadnagar,7.0,662,1056,New,4.8
6688,2 BHK Apartment,Nizampet,39.39,3352,1175,Ready to move,0.0
6689,Residential Plot,Bhuvanagiri,75.0,1388,5400,New,4.2
6690,2 BHK Apartment,Kollur Road,22.0,2200,1000,Under Construction,4.3
6691,3 BHK Apartment,Tellapur,95.0,5301,1792,Under Construction,4.2
6692,Residential Plot,Ghatkesar Road,49.95,2220,2250,New,5.0
6693,2 BHK Apartment,Nizampet KTR Colony,46.43,3800,1222,Ready to move,0.0
6694,Residential Plot,Inole,28.98,1555,1863,New,4.1
6695,Residential Plot,Rameshwaram Banda,53.44,1777,3006,New,4.1
6696,3 BHK Apartment,Tellapur,102.0,4700,2191,Under Construction,4.4
